Date,Area_Owner,TMM_No,Model,Status,Remarks,OEM_Assistance
Friday Utility Section 13-02-2026,Boilermaker,LD0405,,Not Available,Engine commision( No comminication between engine and Machine),No solution from Fermel(Deutz EMR4 upgrade to EMR5)
Friday Utility Section 13-02-2026,Plant Fitter,LD0620,,Not Available,"Strata (Surface decline & No acces to the gat, its locked ) - (SOS - EOS)",
Friday Utility Section 13-02-2026,Logistics,UV0078,,Not Available,Rear axle -  (SOS - EOS),
