Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2026-02-09 00:00:00,2026-02-15 00:00:00,88%,FL0098,FL,FL
2026-02-09 00:00:00,2026-02-15 00:00:00,75%,FL0099,FL,FL
2026-02-09 00:00:00,2026-02-15 00:00:00,91%,FL0107,FL,FL
2026-02-09 00:00:00,2026-02-15 00:00:00,73%,FL0108,FL,FL
2026-02-09 00:00:00,2026-02-15 00:00:00,81%,FL0112,FL,FL
2026-02-09 00:00:00,2026-02-15 00:00:00,99%,FL0113,FL,FL
