Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2026-02-09 00:00:00,2026-02-15 00:00:00,95%,DT0146,DT,DT
2026-02-09 00:00:00,2026-02-15 00:00:00,99%,DT0147,DT,DT
2026-02-09 00:00:00,2026-02-15 00:00:00,59%,DT0149,DT,DT
2026-02-09 00:00:00,2026-02-15 00:00:00,100%,DT0150,DT,DT
2026-02-09 00:00:00,2026-02-15 00:00:00,94%,DT0162,DT,DT
2026-02-09 00:00:00,2026-02-15 00:00:00,98%,DT0163,DT,DT
2026-02-09 00:00:00,2026-02-15 00:00:00,0%,DT0171,DT,DT
