FLe,FL0098,/Equipment/Breakdown Auto Electrical/Auto Electrical System - 24v,GREEN LIGHT,1.17
/Equipment/Breakdown Electrical,RED STOP WARNING SIGN IS ON @ S2N 9E,1.57
Warning sign on and red stop lamp error @ sat tip nr 1,2.97
FL0107,/Equipment/Operational Delays/Battery,Charging,7.68
FL0108,/Equipment/Operational Delays,NO MATERIAL TO LOAD.,11.50
/Equipment/Operational Delays/Battery,Charging,7.68
FL0112,/Equipment/Breakdown Boilermaker,Weld Bucket@Boilers,3.92
/Equipment/Operational Delays/Battery/Flat Battery,CHARGING BATTERY,2.37
FL0113,/Equipment/Breakdown Mechanical/Hydraulic System,ENGINE OIL LEAK@BATTERY BAY,0.73
/Equipment/Operational Delays/Battery,CHANGE BATTERY,0.72
CHANGING BATTERY.,0.20
/Equipment/Operational Delays/Battery/Flat Battery,Charging,2.37
CHARGING BATTERY.,1.12
