DTe,DT0146,100.00%
DTe,DT0147,86.44%
DTe,DT0149,72.41%
DTe,DT0150,93.26%
DTe,DT0162,77.80%
DTe,DT0163,95.93%
DTe,DT0171,8.99%
FLe,FL0098,94.05%
FLe,FL0099,92.15%
FLe,FL0107,100.00%
FLe,FL0108,100.00%
FLe,FL0112,99.57%
FLe,FL0113,99.23%
