Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2026-02-23 00:00:00,2026-03-01 00:00:00,58%,FL0098,FL,FL
2026-02-23 00:00:00,2026-03-01 00:00:00,100%,FL0099,FL,FL
2026-02-23 00:00:00,2026-03-01 00:00:00,100%,FL0107,FL,FL
2026-02-23 00:00:00,2026-03-01 00:00:00,84%,FL0108,FL,FL
2026-02-23 00:00:00,2026-03-01 00:00:00,100%,FL0112,FL,FL
2026-02-23 00:00:00,2026-03-01 00:00:00,91%,FL0113,FL,FL
