Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2026-02-23 00:00:00,2026-03-01 00:00:00,90%,DT0146,DT,DT
2026-02-23 00:00:00,2026-03-01 00:00:00,36%,DT0147,DT,DT
2026-02-23 00:00:00,2026-03-01 00:00:00,97%,DT0149,DT,DT
2026-02-23 00:00:00,2026-03-01 00:00:00,90%,DT0150,DT,DT
2026-02-23 00:00:00,2026-03-01 00:00:00,97%,DT0162,DT,DT
2026-02-23 00:00:00,2026-03-01 00:00:00,100%,DT0163,DT,DT
2026-02-23 00:00:00,2026-03-01 00:00:00,55%,DT0172,DT,DT
